"REF_DATE","GEO","DGUID","Income concept","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1977","Nova Scotia","2016A000212","Adjusted market income","Number","223","units","0","v96439648","5.1","0.394","","","","3"
"1977","Nova Scotia","2016A000212","Adjusted total income","Number","223","units","0","v96439649","5.2","0.309","","","","3"
"1977","Nova Scotia","2016A000212","Adjusted after-tax income","Number","223","units","0","v96439650","5.3","0.277","","","","3"
"1977","New Brunswick","2016A000213","Adjusted market income","Number","223","units","0","v96439651","6.1","0.418","","","","3"
"1977","New Brunswick","2016A000213","Adjusted total income","Number","223","units","0","v96439652","6.2","0.319","","","","3"
"1977","New Brunswick","2016A000213","Adjusted after-tax income","Number","223","units","0","v96439653","6.3","0.289","","","","3"
"1977","Quebec","2016A000224","Adjusted market income","Number","223","units","0","v96439654","7.1","0.382","","","","3"
"1977","Quebec","2016A000224","Adjusted total income","Number","223","units","0","v96439655","7.2","0.318","","","","3"
"1977","Quebec","2016A000224","Adjusted after-tax income","Number","223","units","0","v96439656","7.3","0.289","","","","3"
"1977","Ontario","2016A000235","Adjusted market income","Number","223","units","0","v96439657","8.1","0.348","","","","3"
"1977","Ontario","2016A000235","Adjusted total income","Number","223","units","0","v96439658","8.2","0.305","","","","3"
"1977","Ontario","2016A000235","Adjusted after-tax income","Number","223","units","0","v96439659","8.3","0.276","","","","3"
"1977","Prairie provinces","2016A00014","Adjusted market income","Number","223","units","0","v96439660","9.1","0.363","","","","3"
"1977","Prairie provinces","2016A00014","Adjusted total income","Number","223","units","0","v96439661","9.2","0.321","","","","3"
"1977","Prairie provinces","2016A00014","Adjusted after-tax income","Number","223","units","0","v96439662","9.3","0.294","","","","3"
"1977","Manitoba","2016A000246","Adjusted market income","Number","223","units","0","v96439663","10.1","0.377","","","","3"
"1977","Manitoba","2016A000246","Adjusted total income","Number","223","units","0","v96439664","10.2","0.326","","","","3"
"1977","Manitoba","2016A000246","Adjusted after-tax income","Number","223","units","0","v96439665","10.3","0.296","","","","3"
"1977","Saskatchewan","2016A000247","Adjusted market income","Number","223","units","0","v96439666","11.1","0.379","","","","3"
"1977","Saskatchewan","2016A000247","Adjusted total income","Number","223","units","0","v96439667","11.2","0.330","","","","3"
"1977","Saskatchewan","2016A000247","Adjusted after-tax income","Number","223","units","0","v96439668","11.3","0.300","","","","3"
"1977","Alberta","2016A000248","Adjusted market income","Number","223","units","0","v96439669","12.1","0.342","","","","3"
"1977","Alberta","2016A000248","Adjusted total income","Number","223","units","0","v96439670","12.2","0.308","","","","3"
"1977","Alberta","2016A000248","Adjusted after-tax income","Number","223","units","0","v96439671","12.3","0.283","","","","3"
"1977","British Columbia","2016A000259","Adjusted market income","Number","223","units","0","v96439672","13.1","0.341","","","","3"
"1977","British Columbia","2016A000259","Adjusted total income","Number","223","units","0","v96439673","13.2","0.295","","","","3"
"1977","British Columbia","2016A000259","Adjusted after-tax income","Number","223","units","0","v96439674","13.3","0.272","","","","3"
"1978","Canada","2016A000011124","Adjusted market income","Number","223","units","0","v96439636","1.1","0.375","","","","3"
"1978","Canada","2016A000011124","Adjusted total income","Number","223","units","0","v96439637","1.2","0.320","","","","3"
"1978","Canada","2016A000011124","Adjusted after-tax income","Number","223","units","0","v96439638","1.3","0.291","","","","3"
"1978","Atlantic provinces","2016A00011","Adjusted market income","Number","223","units","0","v96439639","2.1","0.422","","","","3"
"1978","Atlantic provinces","2016A00011","Adjusted total income","Number","223","units","0","v96439640","2.2","0.322","","","","3"
"1978","Atlantic provinces","2016A00011","Adjusted after-tax income","Number","223","units","0","v96439641","2.3","0.291","","","","3"
"1978","Newfoundland and Labrador","2016A000210","Adjusted market income","Number","223","units","0","v96439642","3.1","0.458","","","","3"
"1978","Newfoundland and Labrador","2016A000210","Adjusted total income","Number","223","units","0","v96439643","3.2","0.326","","","","3"
"1978","Newfoundland and Labrador","2016A000210","Adjusted after-tax income","Number","223","units","0","v96439644","3.3","0.295","","","","3"
"1978","Prince Edward Island","2016A000211","Adjusted market income","Number","223","units","0","v96439645","4.1","0.410","","","","3"
"1978","Prince Edward Island","2016A000211","Adjusted total income","Number","223","units","0","v96439646","4.2","0.317","","","","3"
"1978","Prince Edward Island","2016A000211","Adjusted after-tax income","Number","223","units","0","v96439647","4.3","0.294","","","","3"
"1978","Nova Scotia","2016A000212","Adjusted market income","Number","223","units","0","v96439648","5.1","0.407","","","","3"
"1978","Nova Scotia","2016A000212","Adjusted total income","Number","223","units","0","v96439649","5.2","0.327","","","","3"
"1978","Nova Scotia","2016A000212","Adjusted after-tax income","Number","223","units","0","v96439650","5.3","0.293","","","","3"
"1978","New Brunswick","2016A000213","Adjusted market income","Number","223","units","0","v96439651","6.1","0.408","","","","3"
"1978","New Brunswick","2016A000213","Adjusted total income","Number","223","units","0","v96439652","6.2","0.310","","","","3"
"1978","New Brunswick","2016A000213","Adjusted after-tax income","Number","223","units","0","v96439653","6.3","0.280","","","","3"
"1978","Quebec","2016A000224","Adjusted market income","Number","223","units","0","v96439654","7.1","0.382","","","","3"
"1978","Quebec","2016A000224","Adjusted total income","Number","223","units","0","v96439655","7.2","0.313","","","","3"
"1978","Quebec","2016A000224","Adjusted after-tax income","Number","223","units","0","v96439656","7.3","0.280","","","","3"
"1978","Ontario","2016A000235","Adjusted market income","Number","223","units","0","v96439657","8.1","0.356","","","","3"
"1978","Ontario","2016A000235","Adjusted total income","Number","223","units","0","v96439658","8.2","0.314","","","","3"
"1978","Ontario","2016A000235","Adjusted after-tax income","Number","223","units","0","v96439659","8.3","0.284","","","","3"
"1978","Prairie provinces","2016A00014","Adjusted market income","Number","223","units","0","v96439660","9.1","0.370","","","","3"
"1978","Prairie provinces","2016A00014","Adjusted total income","Number","223","units","0","v96439661","9.2","0.329","","","","3"
"1978","Prairie provinces","2016A00014","Adjusted after-tax income","Number","223","units","0","v96439662","9.3","0.305","","","","3"
"1978","Manitoba","2016A000246","Adjusted market income","Number","223","units","0","v96439663","10.1","0.381","","","","3"
"1978","Manitoba","2016A000246","Adjusted total income","Number","223","units","0","v96439664","10.2","0.330","","","","3"
"1978","Manitoba","2016A000246","Adjusted after-tax income","Number","223","units","0","v96439665","10.3","0.306","","","","3"
"1978","Saskatchewan","2016A000247","Adjusted market income","Number","223","units","0","v96439666","11.1","0.358","","","","3"
"1978","Saskatchewan","2016A000247","Adjusted total income","Number","223","units","0","v96439667","11.2","0.313","","","","3"
"1978","Saskatchewan","2016A000247","Adjusted after-tax income","Number","223","units","0","v96439668","11.3","0.290","","","","3"
"1978","Alberta","2016A000248","Adjusted market income","Number","223","units","0","v96439669","12.1","0.362","","","","3"
"1978","Alberta","2016A000248","Adjusted total income","Number","223","units","0","v96439670","12.2","0.327","","","","3"
"1978","Alberta","2016A000248","Adjusted after-tax income","Number","223","units","0","v96439671","12.3","0.304","","","","3"
"1978","British Columbia","2016A000259","Adjusted market income","Number","223","units","0","v96439672","13.1","0.353","","","","3"
"1978","British Columbia","2016A000259","Adjusted total income","Number","223","units","0","v96439673","13.2","0.308","","","","3"
"1978","British Columbia","2016A000259","Adjusted after-tax income","Number","223","units","0","v96439674","13.3","0.283","","","","3"
"1979","Canada","2016A000011124","Adjusted market income","Number","223","units","0","v96439636","1.1","0.365","","","","3"
"1979","Canada","2016A000011124","Adjusted total income","Number","223","units","0","v96439637","1.2","0.315","","","","3"
"1979","Canada","2016A000011124","Adjusted after-tax income","Number","223","units","0","v96439638","1.3","0.286","","","","3"
"1979","Atlantic provinces","2016A00011","Adjusted market income","Number","223","units","0","v96439639","2.1","0.400","","","","3"
"1979","Atlantic provinces","2016A00011","Adjusted total income","Number","223","units","0","v96439640","2.2","0.309","","","","3"
"1979","Atlantic provinces","2016A00011","Adjusted after-tax income","Number","223","units","0","v96439641","2.3","0.282","","","","3"
"1979","Newfoundland and Labrador","2016A000210","Adjusted market income","Number","223","units","0","v96439642","3.1","0.419","","","","3"
"1979","Newfoundland and Labrador","2016A000210","Adjusted total income","Number","223","units","0","v96439643","3.2","0.313","","","","3"
"1979","Newfoundland and Labrador","2016A000210","Adjusted after-tax income","Number","223","units","0","v96439644","3.3","0.283","","","","3"
"1979","Prince Edward Island","2016A000211","Adjusted market income","Number","223","units","0","v96439645","4.1","0.397","","","","3"
"1979","Prince Edward Island","2016A000211","Adjusted total income","Number","223","units","0","v96439646","4.2","0.307","","","","3"
"1979","Prince Edward Island","2016A000211","Adjusted after-tax income","Number","223","units","0","v96439647","4.3","0.282","","","","3"
"1979","Nova Scotia","2016A000212","Adjusted market income","Number","223","units","0","v96439648","5.1","0.379","","","","3"
"1979","Nova Scotia","2016A000212","Adjusted total income","Number","223","units","0","v96439649","5.2","0.303","","","","3"
"1979","Nova Scotia","2016A000212","Adjusted after-tax income","Number","223","units","0","v96439650","5.3","0.277","","","","3"
"1979","New Brunswick","2016A000213","Adjusted market income","Number","223","units","0","v96439651","6.1","0.408","","","","3"
"1979","New Brunswick","2016A000213","Adjusted total income","Number","223","units","0","v96439652","6.2","0.311","","","","3"
"1979","New Brunswick","2016A000213","Adjusted after-tax income","Number","223","units","0","v96439653","6.3","0.284","","","","3"
"1979","Quebec","2016A000224","Adjusted market income","Number","223","units","0","v96439654","7.1","0.381","","","","3"
"1979","Quebec","2016A000224","Adjusted total income","Number","223","units","0","v96439655","7.2","0.320","","","","3"
"1979","Quebec","2016A000224","Adjusted after-tax income","Number","223","units","0","v96439656","7.3","0.285","","","","3"
"1979","Ontario","2016A000235","Adjusted market income","Number","223","units","0","v96439657","8.1","0.339","","","","3"
"1979","Ontario","2016A000235","Adjusted total income","Number","223","units","0","v96439658","8.2","0.299","","","","3"
"1979","Ontario","2016A000235","Adjusted after-tax income","Number","223","units","0","v96439659","8.3","0.275","","","","3"
"1979","Prairie provinces","2016A00014","Adjusted market income","Number","223","units","0","v96439660","9.1","0.366","","","","3"
"1979","Prairie provinces","2016A00014","Adjusted total income","Number","223","units","0","v96439661","9.2","0.328","","","","3"
"1979","Prairie provinces","2016A00014","Adjusted after-tax income","Number","223","units","0","v96439662","9.3","0.299","","","","3"
"1979","Manitoba","2016A000246","Adjusted market income","Number","223","units","0","v96439663","10.1","0.369","","","","3"
"1979","Manitoba","2016A000246","Adjusted total income","Number","223","units","0","v96439664","10.2","0.321","","","","3"
"1979","Manitoba","2016A000246","Adjusted after-tax income","Number","223","units","0","v96439665","10.3","0.292","","","","3"
"1979","Saskatchewan","2016A000247","Adjusted market income","Number","223","units","0","v96439666","11.1","0.391","","","","3"
"1979","Saskatchewan","2016A000247","Adjusted total income","Number","223","units","0","v96439667","11.2","0.345","","","","3"
"1979","Saskatchewan","2016A000247","Adjusted after-tax income","Number","223","units","0","v96439668","11.3","0.315","","","","3"
"1979","Alberta","2016A000248","Adjusted market income","Number","223","units","0","v96439669","12.1","0.349","","","","3"
"1979","Alberta","2016A000248","Adjusted total income","Number","223","units","0","v96439670","12.2","0.318","","","","3"
"1979","Alberta","2016A000248","Adjusted after-tax income","Number","223","units","0","v96439671","12.3","0.289","","","","3"
"1979","British Columbia","2016A000259","Adjusted market income","Number","223","units","0","v96439672","13.1","0.344","","","","3"
"1979","British Columbia","2016A000259","Adjusted total income","Number","223","units","0","v96439673","13.2","0.300","","","","3"
"1979","British Columbia","2016A000259","Adjusted after-tax income","Number","223","units","0","v96439674","13.3","0.276","","","","3"
"1980","Canada","2016A000011124","Adjusted market income","Number","223","units","0","v96439636","1.1","0.370","","","","3"
"1980","Canada","2016A000011124","Adjusted total income","Number","223","units","0","v96439637","1.2","0.313","","","","3"
"1980","Canada","2016A000011124","Adjusted after-tax income","Number","223","units","0","v96439638","1.3","0.286","","","","3"
"1980","Atlantic provinces","2016A00011","Adjusted market income","Number","223","units","0","v96439639","2.1","0.404","","","","3"
"1980","Atlantic provinces","2016A00011","Adjusted total income","Number","223","units","0","v96439640","2.2","0.303","","","","3"
"1980","Atlantic provinces","2016A00011","Adjusted after-tax income","Number","223","units","0","v96439641","2.3","0.275","","","","3"
"1980","Newfoundland and Labrador","2016A000210","Adjusted market income","Number","223","units","0","v96439642","3.1","0.440","","","","3"
"1980","Newfoundland and Labrador","2016A000210","Adjusted total income","Number","223","units","0","v96439643","3.2","0.325","","","","3"
"1980","Newfoundland and Labrador","2016A000210","Adjusted after-tax income","Number","223","units","0","v96439644","3.3","0.297","","","","3"
"1980","Prince Edward Island","2016A000211","Adjusted market income","Number","223","units","0","v96439645","4.1","0.399","","","","3"
"1980","Prince Edward Island","2016A000211","Adjusted total income","Number","223","units","0","v96439646","4.2","0.295","","","","3"
"1980","Prince Edward Island","2016A000211","Adjusted after-tax income","Number","223","units","0","v96439647","4.3","0.267","","","","3"
"1980","Nova Scotia","2016A000212","Adjusted market income","Number","223","units","0","v96439648","5.1","0.375","","","","3"
"1980","Nova Scotia","2016A000212","Adjusted total income","Number","223","units","0","v96439649","5.2","0.289","","","","3"
"1980","Nova Scotia","2016A000212","Adjusted after-tax income","Number","223","units","0","v96439650","5.3","0.262","","","","3"
"1980","New Brunswick","2016A000213","Adjusted market income","Number","223","units","0","v96439651","6.1","0.406","","","","3"
"1980","New Brunswick","2016A000213","Adjusted total income","Number","223","units","0","v96439652","6.2","0.299","","","","3"
"1980","New Brunswick","2016A000213","Adjusted after-tax income","Number","223","units","0","v96439653","6.3","0.271","","","","3"
"1980","Quebec","2016A000224","Adjusted market income","Number","223","units","0","v96439654","7.1","0.389","","","","3"
"1980","Quebec","2016A000224","Adjusted total income","Number","223","units","0","v96439655","7.2","0.315","","","","3"
"1980","Quebec","2016A000224","Adjusted after-tax income","Number","223","units","0","v96439656","7.3","0.277","","","","3"
"1980","Ontario","2016A000235","Adjusted market income","Number","223","units","0","v96439657","8.1","0.342","","","","3"
"1980","Ontario","2016A000235","Adjusted total income","Number","223","units","0","v96439658","8.2","0.297","","","","3"
"1980","Ontario","2016A000235","Adjusted after-tax income","Number","223","units","0","v96439659","8.3","0.274","","","","3"
"1980","Prairie provinces","2016A00014","Adjusted market income","Number","223","units","0","v96439660","9.1","0.367","","","","3"
"1980","Prairie provinces","2016A00014","Adjusted total income","Number","223","units","0","v96439661","9.2","0.326","","","","3"
"1980","Prairie provinces","2016A00014","Adjusted after-tax income","Number","223","units","0","v96439662","9.3","0.296","","","","3"
"1980","Manitoba","2016A000246","Adjusted market income","Number","223","units","0","v96439663","10.1","0.375","","","","3"
"1980","Manitoba","2016A000246","Adjusted total income","Number","223","units","0","v96439664","10.2","0.323","","","","3"
"1980","Manitoba","2016A000246","Adjusted after-tax income","Number","223","units","0","v96439665","10.3","0.294","","","","3"
"1980","Saskatchewan","2016A000247","Adjusted market income","Number","223","units","0","v96439666","11.1","0.354","","","","3"
"1980","Saskatchewan","2016A000247","Adjusted total income","Number","223","units","0","v96439667","11.2","0.307","","","","3"
"1980","Saskatchewan","2016A000247","Adjusted after-tax income","Number","223","units","0","v96439668","11.3","0.282","","","","3"
"1980","Alberta","2016A000248","Adjusted market income","Number","223","units","0","v96439669","12.1","0.360","","","","3"
"1980","Alberta","2016A000248","Adjusted total income","Number","223","units","0","v96439670","12.2","0.326","","","","3"
"1980","Alberta","2016A000248","Adjusted after-tax income","Number","223","units","0","v96439671","12.3","0.295","","","","3"
"1980","British Columbia","2016A000259","Adjusted market income","Number","223","units","0","v96439672","13.1","0.347","","","","3"
"1980","British Columbia","2016A000259","Adjusted total income","Number","223","units","0","v96439673","13.2","0.306","","","","3"
"1980","British Columbia","2016A000259","Adjusted after-tax income","Number","223","units","0","v96439674","13.3","0.287","","","","3"
"1981","Canada","2016A000011124","Adjusted market income","Number","223","units","0","v96439636","1.1","0.369","","","","3"
"1981","Canada","2016A000011124","Adjusted total income","Number","223","units","0","v96439637","1.2","0.313","","","","3"
"1981","Canada","2016A000011124","Adjusted after-tax income","Number","223","units","0","v96439638","1.3","0.285","","","","3"
"1981","Atlantic provinces","2016A00011","Adjusted market income","Number","223","units","0","v96439639","2.1","0.408","","","","3"
"1981","Atlantic provinces","2016A00011","Adjusted total income","Number","223","units","0","v96439640","2.2","0.310","","","","3"
"1981","Atlantic provinces","2016A00011","Adjusted after-tax income","Number","223","units","0","v96439641","2.3","0.281","","","","3"
"1981","Newfoundland and Labrador","2016A000210","Adjusted market income","Number","223","units","0","v96439642","3.1","0.424","","","","3"
"1981","Newfoundland and Labrador","2016A000210","Adjusted total income","Number","223","units","0","v96439643","3.2","0.316","","","","3"
"1981","Newfoundland and Labrador","2016A000210","Adjusted after-tax income","Number","223","units","0","v96439644","3.3","0.284","","","","3"
"1981","Prince Edward Island","2016A000211","Adjusted market income","Number","223","units","0","v96439645","4.1","0.411","","","","3"
"1981","Prince Edward Island","2016A000211","Adjusted total income","Number","223","units","0","v96439646","4.2","0.303","","","","3"
"1981","Prince Edward Island","2016A000211","Adjusted after-tax income","Number","223","units","0","v96439647","4.3","0.277","","","","3"
"1981","Nova Scotia","2016A000212","Adjusted market income","Number","223","units","0","v96439648","5.1","0.383","","","","3"
"1981","Nova Scotia","2016A000212","Adjusted total income","Number","223","units","0","v96439649","5.2","0.299","","","","3"
"1981","Nova Scotia","2016A000212","Adjusted after-tax income","Number","223","units","0","v96439650","5.3","0.272","","","","3"
"1981","New Brunswick","2016A000213","Adjusted market income","Number","223","units","0","v96439651","6.1","0.424","","","","3"
"1981","New Brunswick","2016A000213","Adjusted total income","Number","223","units","0","v96439652","6.2","0.319","","","","3"
"1981","New Brunswick","2016A000213","Adjusted after-tax income","Number","223","units","0","v96439653","6.3","0.290","","","","3"
"1981","Quebec","2016A000224","Adjusted market income","Number","223","units","0","v96439654","7.1","0.380","","","","3"
"1981","Quebec","2016A000224","Adjusted total income","Number","223","units","0","v96439655","7.2","0.310","","","","3"
"1981","Quebec","2016A000224","Adjusted after-tax income","Number","223","units","0","v96439656","7.3","0.280","","","","3"
"1981","Ontario","2016A000235","Adjusted market income","Number","223","units","0","v96439657","8.1","0.344","","","","3"
"1981","Ontario","2016A000235","Adjusted total income","Number","223","units","0","v96439658","8.2","0.298","","","","3"
"1981","Ontario","2016A000235","Adjusted after-tax income","Number","223","units","0","v96439659","8.3","0.272","","","","3"
"1981","Prairie provinces","2016A00014","Adjusted market income","Number","223","units","0","v96439660","9.1","0.370","","","","3"
"1981","Prairie provinces","2016A00014","Adjusted total income","Number","223","units","0","v96439661","9.2","0.326","","","","3"
"1981","Prairie provinces","2016A00014","Adjusted after-tax income","Number","223","units","0","v96439662","9.3","0.297","","","","3"
"1981","Manitoba","2016A000246","Adjusted market income","Number","223","units","0","v96439663","10.1","0.374","","","","3"
"1981","Manitoba","2016A000246","Adjusted total income","Number","223","units","0","v96439664","10.2","0.317","","","","3"
"1981","Manitoba","2016A000246","Adjusted after-tax income","Number","223","units","0","v96439665","10.3","0.289","","","","3"
"1981","Saskatchewan","2016A000247","Adjusted market income","Number","223","units","0","v96439666","11.1","0.405","","","","3"
"1981","Saskatchewan","2016A000247","Adjusted total income","Number","223","units","0","v96439667","11.2","0.350","","","","3"
"1981","Saskatchewan","2016A000247","Adjusted after-tax income","Number","223","units","0","v96439668","11.3","0.319","","","","3"
"1981","Alberta","2016A000248","Adjusted market income","Number","223","units","0","v96439669","12.1","0.345","","","","3"
"1981","Alberta","2016A000248","Adjusted total income","Number","223","units","0","v96439670","12.2","0.312","","","","3"
"1981","Alberta","2016A000248","Adjusted after-tax income","Number","223","units","0","v96439671","12.3","0.284","","","","3"
"1981","British Columbia","2016A000259","Adjusted market income","Number","223","units","0","v96439672","13.1","0.349","","","","3"
"1981","British Columbia","2016A000259","Adjusted total income","Number","223","units","0","v96439673","13.2","0.304","","","","3"
"1981","British Columbia","2016A000259","Adjusted after-tax income","Number","223","units","0","v96439674","13.3","0.280","","","","3"
"1982","Canada","2016A000011124","Adjusted market income","Number","223","units","0","v96439636","1.1","0.388","","","","3"
"1982","Canada","2016A000011124","Adjusted total income","Number","223","units","0","v96439637","1.2","0.320","","","","3"
"1982","Canada","2016A000011124","Adjusted after-tax income","Number","223","units","0","v96439638","1.3","0.288","","","","3"
"1982","Atlantic provinces","2016A00011","Adjusted market income","Number","223","units","0","v96439639","2.1","0.434","","","","3"
"1982","Atlantic provinces","2016A00011","Adjusted total income","Number","223","units","0","v96439640","2.2","0.318","","","","3"
"1982","Atlantic provinces","2016A00011","Adjusted after-tax income","Number","223","units","0","v96439641","2.3","0.286","","","","3"
"1982","Newfoundland and Labrador","2016A000210","Adjusted market income","Number","223","units","0","v96439642","3.1","0.439","","","","3"
"1982","Newfoundland and Labrador","2016A000210","Adjusted total income","Number","223","units","0","v96439643","3.2","0.318","","","","3"
"1982","Newfoundland and Labrador","2016A000210","Adjusted after-tax income","Number","223","units","0","v96439644","3.3","0.286","","","","3"
"1982","Prince Edward Island","2016A000211","Adjusted market income","Number","223","units","0","v96439645","4.1","0.420","","","","3"
"1982","Prince Edward Island","2016A000211","Adjusted total income","Number","223","units","0","v96439646","4.2","0.300","","","","3"
"1982","Prince Edward Island","2016A000211","Adjusted after-tax income","Number","223","units","0","v96439647","4.3","0.270","","","","3"
"1982","Nova Scotia","2016A000212","Adjusted market income","Number","223","units","0","v96439648","5.1","0.419","","","","3"
"1982","Nova Scotia","2016A000212","Adjusted total income","Number","223","units","0","v96439649","5.2","0.315","","","","3"
"1982","Nova Scotia","2016A000212","Adjusted after-tax income","Number","223","units","0","v96439650","5.3","0.283","","","","3"
"1982","New Brunswick","2016A000213","Adjusted market income","Number","223","units","0","v96439651","6.1","0.447","","","","3"
"1982","New Brunswick","2016A000213","Adjusted total income","Number","223","units","0","v96439652","6.2","0.324","","","","3"
"1982","New Brunswick","2016A000213","Adjusted after-tax income","Number","223","units","0","v96439653","6.3","0.291","","","","3"
"1982","Quebec","2016A000224","Adjusted market income","Number","223","units","0","v96439654","7.1","0.396","","","","3"
"1982","Quebec","2016A000224","Adjusted total income","Number","223","units","0","v96439655","7.2","0.311","","","","3"
